pcode,country,buffer.km,N.in.buffer,dist.to.point,name
CF51AP,W92000004,20,166,0.664277038678039,MEDDYGFA LANSDOWNE SURGERY
SY219HX,W92000004,20,4,1.62730901379423,WELSHPOOL HEALTH CENTRE
SY156RP,W92000004,20,8,3.87758101995987,MONTGOMERY HEALTH CENTRE
CF51EY,W92000004,20,167,0.709512310635359,MEDDYGFA LANSDOWNE SURGERY
LL127SE,W92000004,20,64,0.210300687570761,BORRAS PARK SURGERY
SY232HE,W92000004,20,10,0.339902431158043,MEDDYGFA'R LLAN
CF103BG,W92000004,20,169,0.555481721210364,BRO TAF DEPUTY
SA197ES,W92000004,20,15,6.71442228285073,MEDDYGFA TEILO
SA312HR,W92000004,20,19,1.0364597191628,ST PETER'S SURGERY
CF401HS,W92000004,20,152,1.05643645101278,PENYGRAIG SURGERY
CF628AR,W92000004,20,125,0.328928171467293,HIGHLIGHT PARK MED PRACTICE
SA68AU,W92000004,20,111,0.0881665870298044,STRAWBERRY PLACE SURGERY
SA623SF,W92000004,20,20,6.97748569224465,BARLOW HOUSE SURGERY
CF16AR,W92000004,20,160,0.398798014863007,BUTETOWN MEDICAL PRACTICE
LD33AT,W92000004,20,7,1.29277037248918,TY HENRY VAUGHAN
SA18NH,W92000004,20,105,0.92283287444794,ST. THOMAS SURGERY
CF242LW,W92000004,20,178,0.754205831591501,CLOUGHMORE MEDICAL CENTRE
LL130PA,W92000004,20,46,1.45223140796259,HMP BERWYN
LL110NH,W92000004,20,64,0.332131601113983,PRIMARY CARE SMP
NP78EY,W92000004,20,8,14.1541730053767,HEREFORD ROAD SURGERY
NP224JR,W92000004,20,133,1.19215753986699,GLAN YR AFON SURGERY
SA611BP,W92000004,20,22,0.761476290376674,SAINT THOMAS SURGERY
LL689ST,W92000004,20,7,2.23998861762524,CANOLFAN IECHYD AMLWCH
CF838FA,W92000004,20,236,0.224613194675937,TY BRYN SURGERY
CF632YT,W92000004,20,122,0.750871182133792,THE PRACTICE OF HEALTH
NP445HR,W92000004,20,161,0.698240060452672,GREENMEADOW SURGERY
CF69JW,W92000004,20,100,0.63517694060062,ST ATHAN MEDICAL CENTRE
LL538TN,W92000004,20,4,2.71215389386133,TREFLAN
SA197BU,W92000004,20,15,4.17714795391937,MEDDYGFA TEILO
SA160DJ,W92000004,20,37,1.73663334243499,HARBOUR VIEW SURGERY
CH71AP,W92000004,20,69,0.197158554698954,LOCUM S
SA17HL,W92000004,20,111,0.150814834306445,BONYMAEN CLINIC
NP23HA,W92000004,20,114,1.47809481644266,HEALTH CENTRE
CF157QA,W92000004,20,215,0.443974745199313,THE MEDICAL CENTRE
NP183SS,W92000004,20,136,0.774709089638957,WENTWOOD WARD
NP202RJ,W92000004,20,166,0.36373168650727,ST DAVID'S CLINIC
CF623FE,W92000004,20,111,0.472064104354342,DR A ARORA'S PRACTICE
LL653TX,W92000004,20,15,4.8326783038503,VALLEY MEDICAL CENTRE
SA111QA,W92000004,20,111,0.818788091231621,ALFRED ST PRIMARY CARE CENTRE
NP269AL,W92000004,20,48,0.479143150987937,GRAY HILL SURGERY
CF831GR,W92000004,20,244,0.737223816962721,MARKET STREET PRACTICE
CF144WX,W92000004,20,206,0.604037309016242,ST. ISAN ROAD SURGERY
CH75EZ,W92000004,20,61,4.07492575408221,NORTH WALES
CF349BZ,W92000004,20,106,0.211728175759612,LLYNFI SURGERY
LL139UB,W92000004,20,64,2.27884011164644,BORRAS PARK SURGERY
NP234NG,W92000004,20,104,0.44841750207163,BLAEN-Y-CWM GROUP PRACTICE
SA488HP,W92000004,20,10,1.5921379846419,BRO PEDR MEDICAL GROUP
CF22JP,W92000004,20,174,0.241476943294327,CLOUGHMORE MEDICAL CENTRE
CF477AR,W92000004,20,131,0.358790137513433,DR A RAHIM'S PRACTICE
CF44YE,W92000004,20,195,0.550370778314834,OUT OF HOURS SERVICE
NP44UP,W92000004,20,178,0.914392659171107,FAIRWATER MEDICAL CENTRE
SA112LN,W92000004,20,107,0.830663032388183,DR J LETHBRIDGE'S PRACTICE
NP15EQ,W92000004,20,186,0.408573928435504,NORTH CELYNEN PRACTICE
NP224BE,W92000004,20,111,2.01601272548782,GLAN YR AFON SURGERY
LL228SA,W92000004,20,52,7.61552558117226,ABERGELE CLINIC
CF401RR,W92000004,20,152,0.972807028796979,PENYGRAIG SURGERY
NP199FF,W92000004,20,112,0.42980005147249,RINGLAND MEDICAL PRACTICE
CF642QL,W92000004,20,131,0.930905095213964,REDLANDS SURGERY
LL164DH,W92000004,20,50,4.86924583587643,THE LODGE
SA678HS,W92000004,20,24,4.79638812194396,NARBERTH SURGERY
SA84BX,W92000004,20,108,1.7987723511751,CLYDACH PRIMARY CARE CENTRE
SY234ET,W92000004,20,12,2.52032925336109,LLANILAR HEALTH CENTRE
NPT0JZ,W92000004,20,142,0.595916556972521,LLISWERRY MEDICAL CENTRE
NPT1QH,W92000004,20,172,0.183551087280656,DR MK BOSE'S PRACTICE
LL181UD,W92000004,20,44,0.255170505038618,SUBSTANCE MISUSE SERVICE
NP46DF,W92000004,20,131,0.367981941263323,CHURCHWOOD SURGERY
LL185XE,W92000004,20,42,1.51849310389684,GP CENTRAL OOH SERVICE
CF16TZ,W92000004,20,162,0.427290082140349,BUTETOWN MEDICAL PRACTICE
SA146SS,W92000004,20,62,1.09350112277648,MEDDYGFA PENYGROES
CF484AP,W92000004,20,132,1.59425949949648,SUBSTANCE MISUSE SUPPORT
NPT4JU,W92000004,20,177,0.366324058823602,BRYNGWYN SURGERY
NP202LQ,W92000004,20,164,0.380648621037071,ST DAVID'S CLINIC
NP96AT,W92000004,20,183,0.189901726370103,BETTWS HEALTH CENTRE
NP151YJ,W92000004,20,88,0.164313018382116,THE SURGERY JAMES HOUSE
SA54DQ,W92000004,20,102,0.751063876610297,FFORESTFACH MEDICAL GROUP
CF819GB,W92000004,20,193,0.807731223967787,BARGOED HALL
NP76HE,W92000004,20,51,1.17414013040767,HEREFORD ROAD SURGERY
CF68QW,W92000004,20,116,0.335607735960155,DR MAT COLEMAN'S PRACTICE
SA340UL,W92000004,20,9,5.01738977169622,CARMARTHENSHIRE DRS ON CALL
CF356EJ,W92000004,20,105,3.58878738837134,TREM Y MOR
CF141YP,W92000004,20,206,0.604037309016242,ST. ISAN ROAD SURGERY
SA55DW,W92000004,20,102,0.616328017926743,CHERITON MEDICAL CENTRE
CF417AQ,W92000004,20,128,0.207277880350497,THE SURGERY
SA445AL,W92000004,20,18,5.26535838766825,MEDDYGFA EMLYN
LL401LY,W92000004,20,4,0,THE SURGERY
NP42JF,W92000004,20,121,1.26887305825383,LLANYRAVON SURGERY
CF632AE,W92000004,20,126,1.04943752194139,THE PRACTICE OF HEALTH
SA432DX,W92000004,20,8,7.98101060351617,Ysbyty Enfys Aberteifi / Cardigan Rainbow Hospital
NP81YN,W92000004,20,63,0.249786663738217,TUDOR GATE SURGERY
NP202WE,W92000004,20,160,2.54278739579902,ST. BRIDES MEDICAL CENTRE
NP181JJ,W92000004,20,113,0.953988055107647,RINGLAND MEDICAL PRACTICE
CF481NB,W92000004,20,124,1.46248416246228,COMMUNITY CARDIOLOGY CLINIC C
SA84SJ,W92000004,20,106,1.43307401313048,DR AD STEVENSON'S PRACTICE
LD44ES,W92000004,20,3,13.2164413590398,MAESYCOED
CF146AJ,W92000004,20,203,0.763695897820556,THE OLD SURGERY CLINIC
SA624PZ,W92000004,20,24,2.73909157103756,"OOH OFFICE, 1ST FLR"
SY175HL,W92000004,20,8,8.00866456154665,NEWTOWN MEDICAL CENTRE
NP166WL,W92000004,20,17,0.598180578035886,VAUXHALL SURGERY
SA311BZ,W92000004,20,19,0.314107540799653,FURNACE HOUSE SURGERY
LL296AU,W92000004,20,44,3.77495553338825,COLWYN BAY CLINIC
CF838AD,W92000004,20,237,0.0679765078265979,DR N RAJAN'S PRACTICE
LL297LN,W92000004,20,40,0.272359183021678,RHOSLAN SURGERY
CF372EP,W92000004,20,213,0.482835853339587,EGLWYS BACH SURGERY
CH71RQ,W92000004,20,69,0.379101046352729,
CF628RS,W92000004,20,119,0.515198592912282,OUT OF HOURS SERVICE
CF39JA,W92000004,20,192,1.02943171589808,LLANRUMNEY MEDICAL GROUP
CF117WJ,W92000004,20,154,0.422759136896938,GRANGE MEDICAL PRACTICE
SA650AH,W92000004,20,4,0.186766099548018,THE HEALTH CENTRE
CF22DS,W92000004,20,167,0.622209815628731,CLOUGHMORE MEDICAL CENTRE
LL545TD,W92000004,20,23,3.49971654241126,CORWEN HOUSE
SA29HT,W92000004,20,95,0.677093453641433,SKETTY & KILLAY MEDICAL CENTRE
NP47SE,W92000004,20,126,1.60610736366713,THE SURGERY
CF116AJ,W92000004,20,163,0.223838274040522,DR S VAID'S PRACTICE
SA79TN,W92000004,20,111,0.899048649787212,LLWYN BRWYDRAU SURGERY
NP98FH,W92000004,20,157,0.496973211403473,EVESWELL SURGERY
LL297BJ,W92000004,20,40,0.338307282811675,TYN Y COED SURGERY
NPT4JH,W92000004,20,177,0.421753819389964,BRYNGWYN SURGERY
CF453BA,W92000004,20,152,0.299239317860874,DR GM REES'S PRACTICE
NP120LT,W92000004,20,203,2.32101500850334,SUNNYBANK HEALTH CENTRE
SA328BX,W92000004,20,33,4.96093776478698,MEDDYGFA TYWI
CF729RS,W92000004,20,155,3.39793571725524,THE MEDICAL CENTRE
NP204EA,W92000004,20,172,0.248962280610695,ST. PAUL'S CLINIC
CF49BJ,W92000004,20,211,0.165894916755157,NORTH CARDIFF MEDICAL CENTRE
SA399AA,W92000004,20,18,5.03912747995837,MEDDYGFA TEIFI SURGERY
HR35PD,W92000004,20,8,5.52477924307515,HAYGARTH MEDICAL CENTRE
LL414DU,W92000004,20,6,6.67080203602606,HEALTH SERVICES CENTRE
SA199TR,W92000004,20,16,10.9831415527766,AMMAN TAWE PARTNERSHIP
SY226AF,W92000004,20,4,7.95788073013812,LLANFYLLIN MEDICAL CENTRE
LL778YQ,W92000004,20,29,1.23777356975957,SMS ANGLESEY
SA724RT,W92000004,20,22,0.920438912016908,ARGYLE MEDICAL GROUP
CF375XN,W92000004,20,224,0.422625606765474,TAFF VALE PRACTICE
CF235XS,W92000004,20,183,1.27966901557191,WILLOWBROOK SURGERY
NP190AR,W92000004,20,163,0.724095143576056,LOCAL ENHANCED SERVICE
LL183PL,W92000004,20,43,0.279565066883214,ROYAL ALEXANDRA HOSPITAL
CF818YH,W92000004,20,182,0.261386786868499,SOUTH STREET SURGERY
CF42QZ,W92000004,20,180,0.20020021674839,CATHEDRAL VIEW MEDICAL CENTRE
SA11AF,W92000004,20,99,0.0936988220161996,PRIMECARE
NP113YS,W92000004,20,225,0.326421835709878,ST. LUKE'S SURGERY
LL143UF,W92000004,20,39,1.08392773309401,DR A HUSAIN'S PRACTICE
SA715BY,W92000004,20,20,3.47273298956553,DR RW HANNAFORD'S PRACTICE
SA182LN,W92000004,20,87,0.159749545443551,THE SURGERY
LD39AH,W92000004,20,7,0.0900232559111749,BRECON CLINIC
SA13RU,W92000004,20,96,0.238219761445255,HMP SWANSEA
SA624YP,W92000004,20,23,3.59537541793629,WINCH LANE SURGERY
NP34EZ,W92000004,20,100,0.166526202386151,DR DL DAVIES' PRACTICE
SA623BB,W92000004,20,20,11.5132220639426,BARLOW HOUSE SURGERY
NP34AH,W92000004,20,102,0.149808370038952,GPWSI CONSORTIUM
CH54BJ,W92000004,20,47,2.26142656781719,THE QUAY SURGERY
SA68DL,W92000004,20,111,0.140212169569772,STRAWBERRY PLACE SURGERY
NP18TY,W92000004,20,226,1.95463368961297,TY BRYN SURGERY
SY225NB,W92000004,20,3,4.44343590302465,LLANFYLLIN MEDICAL CENTRE
NP48PX,W92000004,20,126,0.957666853960266,THE SURGERY
NP108HX,W92000004,20,176,0.654472685230936,ST. BRIDES MEDICAL CENTRE
NP181LD,W92000004,20,90,2.28492135260373,ISCA MEDICAL CENTRE
NP10AL,W92000004,20,201,1.80100820164909,THE ROGERSTONE PRACTICE
SA336QP,W92000004,20,16,9.72537271903914,COACH & HORSES SURGERY
SA112HY,W92000004,20,107,0.976052937999746,DR J LETHBRIDGE'S PRACTICE
LL328DR,W92000004,20,33,0.818870673026592,LLYS MEDDYG
LL189HS,W92000004,20,44,0.241003599472281,SUBSTANCE MISUSE SERVICE
LL114ZA,W92000004,20,64,0.866979432516541,PEN Y MAES HEALTH CENTRE
LL285UJ,W92000004,20,39,0.887973142334883,RHOSLAN SURGERY
SA413QS,W92000004,20,12,2.27727403653855,DR BS VIRDI'S PRACTICE
SA146YB,W92000004,20,80,0.0700002219829702,FAIRFIELD SURGERY
CH76TN,W92000004,20,65,1.38870750719757,BRADLEY'S PRACTICE
LL139JD,W92000004,20,53,5.7782742812475,HMP BERWYN
LL130LR,W92000004,20,34,0.84272893552175,Penley Hospital
LL159AJ,W92000004,20,49,0.126986026996578,THE CLINIC
NP92GH,W92000004,20,163,0.335168301546255,ST DAVID'S CLINIC
NP239BN,W92000004,20,123,0.563362570846601,GLYN EBWY SURGERY
LL182NR,W92000004,20,43,0.694866417659623,MADRYN HOUSE SURGERY
NP21NJ,W92000004,20,215,0.39100387930836,SUNNYBANK HEALTH CENTRE
NP52HT,W92000004,20,65,2.1816665700179,DR C PRACTICE01
CF434BL,W92000004,20,126,2.07291573904185,DR M THAWAIT'S PRACTICE
CF26DS,W92000004,20,192,0.983114859801319,CRWYS MEDICAL CENTRE
NP34DA,W92000004,20,99,0.281063413717781,DR DL DAVIES' PRACTICE
CF447DH,W92000004,20,123,0.208640467683872,74 MONK STREET
SA334LT,W92000004,20,16,0.195202819006952,COACH & HORSES SURGERY
CF81XF,W92000004,20,238,0.788586306267986,COURT HOUSE MEDICAL PRACTICE
LL270YQ,W92000004,20,27,2.21375603978576,RURAL SOUTH CLINIC
LL571LP,W92000004,20,29,0.486798550081142,DR LJR PRICE'S PRACTICE
LL227JD,W92000004,20,50,0.684541832928009,ABERGELE CLINIC
CF104LN,W92000004,20,165,0.337361998846323,CARDIFF IOIS
CF465NB,W92000004,20,170,0.923946432849815,TREHARRIS PRIMARY CARE CENTRE
CF45TW,W92000004,20,206,0.430248048485461,LLANISHEN COURT SURGERY
SA146ES,W92000004,20,58,0.419761999833413,MEDDYGFA'R TYMBL
NP16FR,W92000004,20,209,0.512508539772893,RISCA SURGERY
SA715TY,W92000004,20,22,0.669899703006141,DR RW HANNAFORD'S PRACTICE
SA680UT,W92000004,20,23,2.74847650108993,SAUNDERSFOOT MEDICAL CENTRE
NPT7BA,W92000004,20,164,0.616789392569495,RICHMOND CLINIC
SA311EH,W92000004,20,18,0.476395763117897,ST PETER'S SURGERY
CF478XP,W92000004,20,129,0.296706659107271,SUBSTANCE MISUSE SUPPORT
NPT2JA,W92000004,20,162,0.549692946598944,ST DAVID'S CLINIC
CF402HX,W92000004,20,139,0.57778941240445,DE WINTON FIELD PRACTICE
NPT5NE,W92000004,20,167,0.28685269730018,MALPAS BROOK HEALTH CENTRE
LL535HH,W92000004,20,7,0.370098814324642,TREFLAN
SA68AT,W92000004,20,111,0.130268854243479,STRAWBERRY PLACE SURGERY
CF69JX,W92000004,20,100,0.626102959886097,ST ATHAN MEDICAL CENTRE
CF719BS,W92000004,20,62,3.46689940353565,ERYL SURGERY
NP14LU,W92000004,20,208,0.0897367815209866,LOCUM NB
CF69FU,W92000004,20,109,0.896766572974397,DR A ARORA'S PRACTICE
SA399ER,W92000004,20,18,5.24662350716403,MEDDYGFA TEIFI SURGERY
CF31YB,W92000004,20,189,0.822256185567509,LLANRUMNEY MEDICAL GROUP
LL571LR,W92000004,20,29,0.724676951057485,BRON DERW MEDICAL CENTRE
LL165AA,W92000004,20,39,1.30285369647857,BRONYFFYNNON SURGERY
SA126QW,W92000004,20,103,0.750883969822131,DR YA PATEL'S PRACTICE
CF833BB,W92000004,20,238,0.474819757923246,COURT HOUSE MEDICAL PRACTICE
CF146UH,W92000004,20,211,1.04913272453724,THE OLD SURGERY CLINIC
CF42EP,W92000004,20,188,0.543765900621926,LLANDAFF NORTH MED CENTRE
CF320QA,W92000004,20,44,4.69903867202862,THE PORTWAY SURGERY
LL127YR,W92000004,20,64,0.748089622450651,STRATHMORE MEDICAL PRACTICE
NP14AR,W92000004,20,190,0.805290415293398,CROWN STREET SURGERY
LL298AP,W92000004,20,45,0.341560693646262,COLWYN BAY CLINIC
LL552DU,W92000004,20,30,0.997708042592186,GWYNEDD & ANGLESEY OOH
SY175DQ,W92000004,20,8,8.06637027167009,NEWTOWN MEDICAL CENTRE
NPT6LG,W92000004,20,153,0.398557848831802,St Anne's Hospice
CF33EB,W92000004,20,186,0.32617902973252,DR RD JONES' PRACTICE
LL164TB,W92000004,20,32,3.72098576398091,BRONYFFYNNON SURGERY
LD30PW,W92000004,20,8,2.39639175538628,HAYGARTH MEDICAL CENTRE
CF32TW,W92000004,20,177,2.05024617961555,WILLOWBROOK SURGERY
CH73AB,W92000004,20,65,1.12478555671733,DR GR HOGGINS' PRACTICE
SA197DH,W92000004,20,11,8.67552615432286,MEDDYGFA TEILO
NPT8JJ,W92000004,20,142,0.268039806936994,PARK SURGERY
CF398DY,W92000004,20,162,0.637146339835831,PARK LANE SURGERY
LL208RL,W92000004,20,41,0.199048275376928,LLANGOLLEN HEALTH CENTRE
SY226XB,W92000004,20,3,3.12788930912919,LLANFYLLIN MEDICAL CENTRE
LL319BZ,W92000004,20,30,0.958786227535039,MEDDYG CARE
SA432EP,W92000004,20,9,9.06052772362008,Ysbyty Enfys Aberteifi / Cardigan Rainbow Hospital
NP36SP,W92000004,20,148,0.132000052450135,CWM HEALTH CENTRE
NP70YA,W92000004,20,63,0.249786663738217,TUDOR GATE SURGERY
NP67NH,W92000004,20,15,1.21835899248364,WYE DEAN PRACTICE
LL170TP,W92000004,20,43,3.2655073729443,TY LIVINGSTONE
CF371LS,W92000004,20,215,0.686391338262715,DRUGAID
SA133DB,W92000004,20,108,0.731511254410282,THE HEALTH CENTRE
CF33BP,W92000004,20,186,0.380268746315842,DR RD JONES' PRACTICE
LL145AT,W92000004,20,39,2.22958680397356,CHIRK SURGERY
NP108RA,W92000004,20,200,1.3531707554412,THE ROGERSTONE PRACTICE
LL520PA,W92000004,20,13,4.82569620376231,THE HEALTH CENTRE
NP263UB,W92000004,20,52,1.94416014862261,GRAY HILL SURGERY
NP203QN,W92000004,20,167,0.343233248639509,BELLEVUE SURGERY
LL574RJ,W92000004,20,31,1.88340013859584,CANOLFAN FEDDYGOL YR HEN
LD15BF,W92000004,20,4,1.3874775801816,LLANDRINDOD WELLS CLINIC
LL654ZT,W92000004,20,8,0.909466760828875,THE LIGHTHOUSE CENTRE
LL163JA,W92000004,20,46,0.563456914595033,THE LODGE
CH73FG,W92000004,20,65,0.634079104189899,BRADLEY'S PRACTICE
SA445NN,W92000004,20,9,4.7046819279807,LLYNYFRAN SURGERY
CF36HX,W92000004,20,203,0.931491673076815,LLANRUMNEY MEDICAL GROUP
SY164JL,W92000004,20,9,3.11186803812355,NEWTOWN MEDICAL CENTRE
NP108QN,W92000004,20,175,0.157403487934471,ST. BRIDES MEDICAL CENTRE
NP66EN,W92000004,20,19,2.89986775500645,MONMOUTH LHB
LL476TW,W92000004,20,7,4.31783996422538,BRONMEIRION
LL401DJ,W92000004,20,4,0.230651706407497,THE SURGERY
NP76DY,W92000004,20,55,0.807660225127722,HEREFORD ROAD SURGERY
LL654AT,W92000004,20,14,10.7880154991673,CANOLFAN IECHYD AMLWCH
CF148HT,W92000004,20,206,0.604037309016242,ST. ISAN ROAD SURGERY
SA487RB,W92000004,20,11,6.71529490785812,TANYFRON SURGERY
SA623NJ,W92000004,20,20,5.85017665055102,BRAWDY MEDICAL CENTRE
LL285BA,W92000004,20,39,1.77794525474024,RHOSLAN SURGERY
NP25XD,W92000004,20,149,1.57156239639154,THE LAWN MEDICAL
LL228JF,W92000004,20,52,3.1924497329413,CADWGAN SURGERY
NP95DR,W92000004,20,174,0.300163160899344,CRI GWENT DRR
NPT4TS,W92000004,20,176,0.176575897013702,BRYNGWYN SURGERY
NP264JU,W92000004,20,48,0.692365506467049,GRAY HILL SURGERY
SA446JP,W92000004,20,10,7.60401535595704,THE SURGERY
SA181BD,W92000004,20,48,2.21769429827,AMMAN TAWE PARTNERSHIP
LL142PR,W92000004,20,52,1.29810595265477,THE HEALTH CENTRE
LL209AR,W92000004,20,41,0.106022482977337,LLANGOLLEN HEALTH CENTRE
NP52AY,W92000004,20,53,5.32112601029375,DR C PRACTICE01
CF35RU,W92000004,20,195,0.750666766091597,LLANRUMNEY MEDICAL GROUP
LL551DH,W92000004,20,32,0.533055287373032,GWYNEDD & ANGLESEY OOH
CF819HZ,W92000004,20,166,2.13903975762721,WHITE ROSE MEDICAL CENTRE
LL654HY,W92000004,20,11,9.94811597710794,MEDDYGFA VICTORIA
CF314TD,W92000004,20,63,0.850232901190399,NEWCASTLE SURGERY
LL595NN,W92000004,20,29,1.30582707680854,BODNANT SURGERY
NP116NQ,W92000004,20,208,1.19814859966088,WELLSPRING MEDICAL CENTRE
CH74QY,W92000004,20,77,6.82669096965939,PLAS MEDDYG
LL111XG,W92000004,20,64,0.332131601113983,PRIMARY CARE SMP
LL229NQ,W92000004,20,48,2.04862190390233,KINMEL BAY MEDICAL CENTRE
CF833QY,W92000004,20,238,0.572386947653095,COURT HOUSE MEDICAL PRACTICE
NP16YJ,W92000004,20,210,0.379757548567924,WELLSPRING MEDICAL CENTRE
CF26DJ,W92000004,20,196,1.27209067749394,LLANEDEYRN HEALTH CENTRE
CH66BA,W92000004,20,54,1.95047366436634,Flint Community Hospital
NP42DY,W92000004,20,121,1.26887305825383,LLANYRAVON SURGERY
CF242BJ,W92000004,20,174,0.41710068453185,CLOUGHMORE MEDICAL CENTRE
SA626QH,W92000004,20,3,0.477009332938704,ST. DAVIDS SURGERY ERYL M
CF454PD,W92000004,20,176,0.24970025653709,RCT LHB & MERTHYR LHB OOH
CF79BX,W92000004,20,184,1.01036376976427,OLD SCHOOL SURGERY
NP62DA,W92000004,20,143,3.66429839637893,LLISWERRY MEDICAL CENTRE
NP66XB,W92000004,20,19,3.14935035215408,MONMOUTH LHB
CF240SW,W92000004,20,166,0.24580096374227,HMP CARDIFF
SA19GB,W92000004,20,109,1.15308082750162,BONYMAEN CLINIC
CF142PS,W92000004,20,181,0.423272584396197,CATHEDRAL VIEW MEDICAL CENTRE
LL260DE,W92000004,20,24,0.519370073196153,RURAL SOUTH CLINIC
NP197UP,W92000004,20,124,0.818185541413942,LLISWERRY MEDICAL CENTRE
LL228YA,W92000004,20,31,7.59705724671677,RURAL SOUTH CLINIC
SA431RJ,W92000004,20,7,3.32342682794244,Ysbyty Enfys Aberteifi / Cardigan Rainbow Hospital
SA611YR,W92000004,20,22,0.872618499543366,SAINT THOMAS SURGERY
NP207TA,W92000004,20,184,0.616368716346163,BETTWS HEALTH CENTRE
LL138AZ,W92000004,20,64,0.284412761555532,ST GEORGE'S CRESCENT SURGERY
CF77YT,W92000004,20,135,0.291877712053615,COWBRIDGE & VALE MEDICAL PRACTICE
SA336BD,W92000004,20,17,3.72153297824915,WW SUBSTANCE MISUSE SERVICE
LL189GB,W92000004,20,44,0.241811316914738,SUBSTANCE MISUSE SERVICE
SA106ND,W92000004,20,109,1.37873209885342,TABERNACLE SURGERY
CF649AF,W92000004,20,134,0.149923492048948,VOG LHB
SY162QA,W92000004,20,10,0.250594565881175,CONTINENCE SERVICE
CF33AG,W92000004,20,188,0.489177365805301,DR RD JONES' PRACTICE
NP108NP,W92000004,20,191,0.513964272364849,THE ROGERSTONE PRACTICE
LL659AB,W92000004,20,8,0.905412568891734,THE LIGHTHOUSE CENTRE
NP255UA,W92000004,20,12,0.672885192956647,Monnow Vale Hospital
SA79TX,W92000004,20,107,0.669195367803983,LLWYN BRWYDRAU SURGERY
NP16HE,W92000004,20,210,0.34096871581756,RISCA SURGERY
CF447EU,W92000004,20,124,0.286195683104667,74 MONK STREET
NP41HF,W92000004,20,141,0.395225054811253,NEW CHAPEL STREET SURGERY
CF41QD,W92000004,20,196,0.494019974862461,BISHOPS ROAD MEDICAL CENTRE
NP152EF,W92000004,20,50,0.410432037307344,DR C PRACTICE01
LL142TN,W92000004,20,52,1.00795650402324,THE SURGERY
CF314HU,W92000004,20,67,0.528255302399934,RIVERSDALE HOUSE
CF111TD,W92000004,20,149,0.631157506294391,GRANGE MEDICAL PRACTICE
SA153DP,W92000004,20,80,0.312868817837439,MEDDYGFA GELLI-ONN
CF46XP,W92000004,20,213,0.993342792674372,MEDDYGFA LLWYNCELYN PRACTICE
CF645UR,W92000004,20,118,1.58125234118021,VALE CLINIC
CF440YT,W92000004,20,129,1.500665730803,DR S MAHMUD'S PRACTICE
NP43XA,W92000004,20,174,1.14666279558275,BETTWS HEALTH CENTRE
CF51HU,W92000004,20,163,0.379478888430515,MEDDYGFA LANSDOWNE SURGERY
CH52EW,W92000004,20,59,1.27147180219047,QUEENSFERRY MEDICAL PRACTICE
CF235LF,W92000004,20,189,0.741540150326283,CRWYS MEDICAL CENTRE
SA126EU,W92000004,20,107,0.508504550359585,REHAB TEAM PCP
NP109YH,W92000004,20,172,0.492440025161811,CRI GWENT DRR
CF102YF,W92000004,20,149,0.630271493251505,GRANGE MEDICAL PRACTICE
SA409QG,W92000004,20,10,1.42284124507933,DR EW JONES'S PRACTICE
CF239YN,W92000004,20,181,0.950203811190018,FOUR ELMS MEDICAL CENTRE
CF417YD,W92000004,20,134,1.20638243197222,THE SURGERY
SA445SE,W92000004,20,11,8.36938276170671,LLYNYFRAN SURGERY
SA160ZQ,W92000004,20,80,0.0700002219829702,FAIRFIELD SURGERY
LL653SJ,W92000004,20,15,4.75723595385778,VALLEY MEDICAL CENTRE
NP116NF,W92000004,20,209,0.934530211228305,WELLSPRING MEDICAL CENTRE
NP202WF,W92000004,20,165,1.90693999493419,ST DAVID'S CLINIC
LL554AW,W92000004,20,33,4.20876844306098,LIVERPOOL HOUSE
CF66TA,W92000004,20,119,0.199560574850747,RAVENSCOURT SURGERY
CH76DT,W92000004,20,55,4.07369666197153,ALLT GOCH MEDICAL CENTRE
LL551TR,W92000004,20,32,2.34540247897559,GWYNEDD & ANGLESEY OOH
LL185WJ,W92000004,20,44,0.434841847281677,GP CENTRAL OOH SERVICE
SA147BD,W92000004,20,45,2.22367065164083,MEDDYGFA'R TYMBL
NP443ZG,W92000004,20,136,0.657607410998545,NEW CHAPEL STREET SURGERY
SY226DW,W92000004,20,3,4.32058284760374,LLANFYLLIN MEDICAL CENTRE
CF363TH,W92000004,20,44,1.02398829182442,DR TD EALES SURGERY
LL554PP,W92000004,20,33,3.96500071989894,LIVERPOOL HOUSE
SA340DD,W92000004,20,16,6.10246040096624,CARMARTHENSHIRE DRS ON CALL
NP15FA,W92000004,20,204,0.449794194085002,LOCUM NB
CF47SG,W92000004,20,221,0.37941985122971,THE MEDICAL CENTRE
NP441HN,W92000004,20,141,0.899553033095018,CLARK AVENUE SURGERY
SY164NR,W92000004,20,7,4.1526832631492,KALEIDISCOPE
NP108FQ,W92000004,20,185,1.60331213622358,ST. BRIDES MEDICAL CENTRE
CF15RW,W92000004,20,163,0.610572546777675,BUTETOWN MEDICAL PRACTICE
LL654RG,W92000004,20,31,0.230893486910695,THE SURGERY
CF104WB,W92000004,20,149,0.630271493251505,GRANGE MEDICAL PRACTICE
CF24TA,W92000004,20,180,0.167404308667489,MEDDYGFA ALBANY SURGERY
NP91QH,W92000004,20,172,0.24561167077382,DR MK BOSE'S PRACTICE
SA127LG,W92000004,20,103,0.124300341476383,DR YA PATEL'S PRACTICE
NP202RT,W92000004,20,162,0.414673047314568,ST DAVID'S CLINIC
